,xcoord,ycoord,year,datestop,timestop,crimsusp,arstmade,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,city,state,zip,lat,long
8380,1006041,255411,2015,4182015,140,MISD,Y,L, , ,STREET, , ,BROADWAY,WEST 207 STREET,MANHATTAN, , ,40.741563,-73.981816
8381,961204,163284,2015,4182015,150,GLA,N,L, , ,STREET,27,BOWEN STREET,SOBEL COURT,ROFF STREET,STATEN IS, , ,40.714269,-74.005973
8382,961204,163284,2015,4182015,150,GLA,N,L, , ,STREET,27,BOWEN STREET,SOBEL COURT,ROFF STREET,STATEN IS, , ,40.714269,-74.005973
8383,985733,203753,2015,4182015,210,MISD,N,L, , ,NB PLATFORM, , ,LAFAYETTE STREET,BLEECKER STREET,MANHATTAN, , ,40.727866,-73.993147
8384,1014354,183367,2015,4182015,220,ROBBERY,N,L, , ,STREET, , ,BRADFORD STREET,SUTTER AVENUE,BROOKLYN, , ,40.706874,-74.007914
8385,995594,174513,2015,4182015,230,FELONY/CPW,N,L, , ,SHOOTING AND PRONE DRUG LOC,354,EAST 21 STREET,BEVERLEY ROAD,REGENT PLACE,BROOKLYN, , ,40.744604,-74.000645
8386,1061720,209301,2015,4182015,300,FEL,N,L, , ,STREET, , ,81 AVENUE,249 STREET,QUEENS, , ,40.714269,-74.005973
8387,1061805,212563,2015,4182015,310,FEL,N,L, , ,CAR,72-75,LITTLE NECK PARKWAY,73 ROAD,260 STREET,QUEENS, , ,40.717716,-73.989738
8388,1032310,189196,2015,4182015,320,FELONY,N,L, , ,STREET,116-12,LIBERTY AVENUE,117 STREET,116 STREET,QUEENS, , ,40.707722,-74.008269
8389, , ,2015,4182015,500,FEL,N,L, , ,STREET, , ,12 AVENUE,WEST 53 STREET,MANHATTAN, , ,40.760044,-73.975314
8390, , ,2015,4182015,500,FEL,N,L, , ,STREET, , ,12 AVENUE,WEST 53 STREET,MANHATTAN, , ,40.760044,-73.975314
8391, , ,2015,4182015,500,FEL,N,L, , ,STREET, , ,12 AVENUE,WEST 53 STREET,MANHATTAN, , ,40.760044,-73.975314
8392, , ,2015,4182015,500,FEL,N,L, , ,STREET, , ,12 AVENUE,WEST 53 STREET,MANHATTAN, , ,40.760044,-73.975314
8393, , ,2015,4182015,500,FEL,N,L, , ,STREET, , ,12 AVENUE,WEST 53 STREET,MANHATTAN, , ,40.760044,-73.975314
8394, , ,2015,4182015,506,FEL,N,L, , , , , ,STATE STREET,BATTERY PARK,MANHATTAN, , ,40.702408,-74.012825
8395,963002,168422,2015,4182015,825,BURGLARY,N,L, , ,COMMERCIAL ESTABLISHMENT,530,BAY STREET,PROSPECT STREET,SANDS STREET,STATEN IS, , ,40.729428,-73.978
8396,998909,199513,2015,4182015,1043,FELONY,N,L, , ,RESIDENTIAL/STREET,653,METROPOLITAN AVENUE,MANHATTAN AVENUE,LEONARD STREET,BROOKLYN, , ,40.714269,-74.005973
8397,1024409,213895,2015,4182015,1100,ASSAULT,N,L, , ,SIDEWALK,112-35,38 AVENUE,114 STREET,112 STREET,QUEENS, , ,40.750212,-73.980841
8398,1040120,156288,2015,4182015,1155,FEL,N,L, , ,SIDEWALK,69-45,ELIZABETH AVENUE,BEACH 72 STREET,BEACH 69 STREET,QUEENS, , ,40.716883,-73.996905
8399,997759,193357,2015,4182015,1200,CPW,N,L, , ,NYCHA,606,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.766475,-73.967366
8400,1019029,184271,2015,4182015,1325,CPW,N,L, , ,STREET, , ,SUTTER AVENUE,FOUNTAIN AVENUE,BROOKLYN, , ,40.706874,-74.007914
8401,991715,174433,2015,4182015,1357,MISD,N,L, , ,SIDEWALK/STOOP, , ,CHURCH AVENUE,EAST 7 STREET,BROOKLYN, , ,40.720557,-74.003512
8402,1000414,230243,2015,4182015,1430,FEL,N,L, , ,TURNSTILE, , ,LEXINGTON AVENUE,EAST 116 STREET,MANHATTAN, , ,40.797944,-73.94212
8403,947045,169849,2015,4182015,1545,FELONY,N,L, , ,STREET, , ,HEBERTON AVENUE,POST AVENUE,STATEN IS, , ,40.863557,-73.922748
8404,947045,169849,2015,4182015,1545,FELONY,N,L, , ,STREET, , ,HEBERTON AVENUE,POST AVENUE,STATEN IS, , ,40.863557,-73.922748
8405,1021510,181850,2015,4182015,1620,CPW,N,L, , ,PUBLIC SIDEWALK, , ,AUTUMN AVENUE,STANLEY AVENUE,BROOKLYN, , ,43.184556,-77.51019
8406,995320,190421,2015,4182015,1655,ASSAULT,N,L, , ,HOUSING,345,CLASSON AVENUE,LAFAYETTE AVENUE,DE KALB AVENUE,BROOKLYN, , ,42.542626,-77.544422
8407,1010386,181727,2015,4182015,1657,CPW,N,L, , ,PUBLIC SIDEWALK,550,STONE AVENUE,DUMONT AVENUE,BLAKE AVENUE,BROOKLYN, , ,40.704775,-74.009746
8408,986079,199900,2015,4182015,1745,221.40 MISD,N,L, , ,SIDEWALK, , ,CANAL STREET,ELDRIDGE STREET,MANHATTAN, , ,40.715354,-73.9934
8409,1021004,181754,2015,4182015,1800,CPW,N,L, , ,STREET, , ,STANLEY AVENUE,CRESCENT STREET,BROOKLYN, , ,40.773621,-73.945728
8410,1005169,191013,2015,4182015,1825,MISD,N,L, , ,NAIL SALON,1285,BROADWAY,GROVE STREET,GREENE AVENUE,BROOKLYN, , ,40.748758,-73.988185
8411,1005169,191013,2015,4182015,1825,MISD,N,L, , ,NAIL SALON,1285,BROADWAY,GROVE STREET,GREENE AVENUE,BROOKLYN, , ,40.748758,-73.988185
8412,948420,171898,2015,4182015,1840,FELONY,N,L, , ,CAR,1953,RICHMOND TERRACE,PORT RICHMOND AVENUE,CLOVE ROAD,STATEN IS, , ,42.826535,-77.53308
8413,1014062,238085,2015,4182015,1900,GLA,N,L, , ,SIDEWALK,926,SOUTHERN BOULEVARD,HUNTS POINT AVENUE,BARRETTO STREET,BRONX, , ,40.714269,-74.005973
8414,1005373,235449,2015,4182015,1900,PROMOTING GAMBLING,N,L, , ,COURTYARD,2645,3 AVENUE,EAST 143 STREET,MORRIS AVENUE,BRONX, , ,40.7296,-73.98979
8415,948539,171506,2015,4182015,1905,MISDEMEANOR,N,L, , ,STREET, , ,RICHMOND TERRACE,JEWETT AVENUE,STATEN IS, , ,42.825544,-77.533064
8416,1006908,237935,2015,4182015,1916,MISD,Y,L, , ,STAIRCASE,681,COURTLANDT AVENUE,EAST 156 STREET,EAST 153 STREET,BRONX, , ,40.718961,-74.001273
8417, , ,2015,4182015,1920,MISD,Y,L, , ,STAIRWELL,1965,SCHIEFELIN AVENUE,BAYCHESTER AVENUE,EAST 229 STREET,BRONX, , ,40.714269,-74.005973
8418,1001575,232339,2015,4182015,1930,FEL,N,L, , ,MEZZANINE, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
8419,999235,224050,2015,4182015,1942,MISD,N,L, , ,SIDEWALK,1806,1 AVENUE,EAST 94 STREET,EAST 93 STREET,MANHATTAN, , ,40.752597,-73.967011
8420,999235,224050,2015,4182015,1942,MISD,N,L, , ,SIDEWALK,1806,1 AVENUE,EAST 94 STREET,EAST 93 STREET,MANHATTAN, , ,40.752597,-73.967011
8421,993249,150719,2015,4182015,1950,TRESSPASSING,N,L, , ,RESIDENTIAL AREA, , ,NEPTUNE AVENUE,OCEAN PARKWAY,BROOKLYN, , ,40.714269,-74.005973
8422,993302,171313,2015,4182015,1953,FELONY/GRAND LARCENY,N,L, , ,SIDEWALK,467,STRATFORD ROAD,DITMAS AVENUE,DORCHESTER ROAD,BROOKLYN, , ,42.561715,-77.0561
8423,991451,202760,2015,4182015,2000,MISD,N,L, , ,ROOFLANDING,911,ROOSEVELT DRIVE,EAST 12 STREET,EAST 11 STREET,MANHATTAN, , ,43.355741,-78.280101
8424,1000801,186984,2015,4182015,2030,CPW,N,L, , ,STREET, , ,THROOP AVENUE,FULTON STREET,BROOKLYN, , ,40.710221,-74.007745
8425,1000801,186984,2015,4182015,2030,CPW,N,L, , ,STREET, , ,THROOP AVENUE,FULTON STREET,BROOKLYN, , ,40.710221,-74.007745
8426,1019976,188479,2015,4182015,2030,BURGLARY,N,L, , ,STREET, , ,HEMLOCK STREET,FULTON STREET,BROOKLYN, , ,40.710221,-74.007745
8427,1000801,186984,2015,4182015,2030,CPW,N,L, , ,STREET, , ,THROOP AVENUE,FULTON STREET,BROOKLYN, , ,40.710221,-74.007745
8428, , ,2015,4182015,2032,FEL,N,L, , ,RESIDENTAL, , ,FAME HALL TERRACE,UNIVERSITY AVENUE,BRONX, , ,40.735203,-73.991692
8429,1001575,232339,2015,4182015,2040,MISD,N,L, , ,SB 456, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
8430,999718,215918,2015,4182015,2045,THEFT OF SERVICES,N,L, , ,STREET, , ,39 AVENUE,VERNON BOULEVARD,QUEENS, , ,40.714269,-74.005973
8431,1026870,262580,2015,4182015,2045,MISD,Y,L, , ,STAIRWELL,1125,EAST 229 DRIVE NORTH,EDENWALD HOUSES,EAST 229 STREET,BRONX, , ,43.169689,-77.121057
8432,998137,232422,2015,4182015,2045,MISD,Y,L, , ,STREET,156,WEST 119 STREET,POWELL BOULEVARD,LENOX AVENUE,MANHATTAN, , ,40.804575,-73.949537
8433,1021332,252474,2015,4182015,2050,CPW,N,L, , ,SIDEWALK,740,ASTOR AVENUE,HOLLAND AVENUE,CRUGER AVENUE,BRONX, , ,40.729558,-73.989902
8434,1021332,252474,2015,4182015,2050,CPW,N,L, , ,SIDEWALK,740,ASTOR AVENUE,HOLLAND AVENUE,CRUGER AVENUE,BRONX, , ,40.729558,-73.989902
8435,1012006,235961,2015,4182015,2100,GLA,N,L, , ,STREET, , ,FOX STREET,LEGGETT AVENUE,BRONX, , ,43.019715,-77.257086
8436,997041,204281,2015,4182015,2100,MISD,N,L, , ,STREET,1072,LORIMER STREET,CALYER STREET,MESEROLE AVENUE,BROOKLYN, , ,40.714269,-74.005973
8437,997041,204281,2015,4182015,2100,MISD,N,L, , ,STREET,1072,LORIMER STREET,CALYER STREET,MESEROLE AVENUE,BROOKLYN, , ,40.714269,-74.005973
8438,997041,204281,2015,4182015,2100,MISDEMEANOR,N,L, , ,STREET,1072,LORIMER STREET,CALYER STREET,MESEROLE AVENUE,BROOKLYN, , ,40.714269,-74.005973
8439,997041,204281,2015,4182015,2100,MISD,N,L, , ,STREET,1072,LORIMER STREET,CALYER STREET,MESEROLE AVENUE,BROOKLYN, , ,40.714269,-74.005973
8440,1013226,237021,2015,4182015,2100,GLA,N,L, , ,STREET, , ,SOUTHERN BOULEVARD,INTERVALE AVENUE,BRONX, , ,40.714269,-74.005973
8441,987654,191245,2015,4182015,2200,ROBBERY (FEL),N,L, , ,STREET /BUS STOP,372,FULTON STREET,SMITH STREET,RED HOOK LANE,BROOKLYN, , ,40.711535,-74.010465
8442,961142,163793,2015,4182015,2208,PETIT LARCENY,N,L, , ,STREET, , ,VANDERBILT AVENUE,ROFF STREET,STATEN IS, , ,40.754349,-73.976974
8443,961142,163793,2015,4182015,2208,PETIT LARCENY,N,L, , ,STREET, , ,VANDERBILT AVENUE,ROFF STREET,STATEN IS, , ,40.754349,-73.976974
8444,995044,167056,2015,4182015,2215,FELONY/CPW,N,L, , ,STREET,1506,AVENUE J,EAST 16 STREET,EAST 15 STREET,BROOKLYN, , ,40.718114,-74.010527
8445,1012653,238722,2015,4182015,2220,ROBBERY,N,L, , ,SIDEWALK,931,WESTCHESTER AVENUE,INTERVALE AVENUE,ROGERS PLACE,BRONX, , ,40.714269,-74.005973
8446,1006928,238560,2015,4182015,2235,MISD,Y,L, , ,SIDEWALK,346,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE,BRONX, , ,40.83224,-73.942499
8447,1006928,238560,2015,4182015,2235,MISD,Y,L, , ,SIDEWALK,346,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE,BRONX, , ,40.83224,-73.942499
8448,1000115,176498,2015,4182015,2245,FEL,N,L, , ,STREET, , ,EAST 37 STREET,CHURCH AVENUE,BROOKLYN, , ,40.745685,-73.972121
8449, , ,2015,4182015,2250,ROBBERY,N,L, , ,STREET, , ,97 STREET,94 AVENUE,QUEENS, , ,40.7213,-73.988322
8450, , ,2015,4182015,2250,ROBBERY,N,L, , ,STREET, , ,97 STREET,94 AVENUE,QUEENS, , ,40.7213,-73.988322
8451,1026258,192381,2015,4182015,2315,ROBBERY,N,L, , ,SIDEWALK,97-02,JAMAICA AVENUE,98 STREET,97 STREET,QUEENS, , ,40.714269,-74.005973
8452,1030869,187764,2015,4182015,2340,FELONY,N,L, , ,STREET, , ,107 AVENUE,109 STREET,QUEENS, , ,40.794835,-73.946279
8453,1013135,254261,2015,4192015,2,FEL,N,L, , ,SIDEWALK,2585,GRAND CONCOURSE,EAST 193 STREET,EAST 192 STREET,BRONX, , ,40.713249,-73.977586
8454,1015784,236790,2015,4192015,15,CPW,N,L, , ,RESIDENTIAL,797,BRYANT AVENUE,LAFAYETTE AVENUE,HUNTS POINT AVENUE,BRONX, , ,43.055405,-77.100194
8455,1015505,236876,2015,4192015,15,CPW FIREARM,N,L, , ,SIDEWALK, , ,FAILE STREET,LAFAYETTE AVENUE,BRONX, , ,40.727866,-73.993147
8456,1015784,236790,2015,4192015,15,CPW,N,L, , ,PUBLIC SIDEWALK,797,BRYANT AVENUE,LAFAYETTE AVENUE,HUNTS POINT AVENUE,BRONX, , ,43.055405,-77.100194
8457,1015275,235363,2015,4192015,20,"CPW , FIREARM",N,L, , ,STREET,623,MANIDA STREET,SPOFFORD AVENUE,RANDALL AVENUE,BRONX, , ,40.714269,-74.005973
8458,989029,208389,2015,4192015,30,FELONY,N,L, , ,PUBLIC SIDEWALK,204,EAST 23 STREET,2 AVENUE,3 AVENUE,MANHATTAN, , ,40.738727,-73.983114
8459,1000134,181014,2015,4192015,42,ROBBERY,N,L, , ,STREET,451,KINGSTON AVENUE,LEFFERTS AVENUE,EMPIRE BOULEVARD,BROOKLYN, , ,43.219207,-77.479401
8460,1039793,202236,2015,4192015,45,GLA,N,L, , ,STREET, , ,81 AVENUE,168 STREET,QUEENS, , ,40.842348,-73.942559
8461,1002109,242998,2015,4192015,115,ASSAULT,N,L, , ,APART,159-64,HARLEM RIVER DRIVE,HARLEM RIVER DRIVEWAY,DOUGLASS BOULEVARD,MANHATTAN, , ,40.83481,-73.936167
8462,1020951,236734,2015,4192015,115,MISD,Y,L, , ,STAIRWAY,1680,RANDALL AVENUE,ROSEDALE AVENUE,BRONX RIVER AVENUE,BRONX, , ,42.61662,-76.943884
8463,1014313,254123,2015,4192015,125,MISD,Y,L, , ,STREET, , ,MARION AVENUE,EAST 194 STREET,BRONX, , ,43.139203,-77.27063
8464,946321,172557,2015,4192015,130,FELONY,N,L, , ,BUS STOP, , ,RICHMOND TERRACE,SHARPE AVENUE,STATEN IS, , ,42.825544,-77.533064
8465,1002276,188032,2015,4192015,140,CPW,N,L, , , , , ,LEWIS AVENUE,MACON STREET,BROOKLYN, , ,40.715795,-73.978997
8466,1002276,188032,2015,4192015,140,CPW,N,L, , , , , ,LEWIS AVENUE,MACON STREET,BROOKLYN, , ,40.715795,-73.978997
8467,1052026,185713,2015,4192015,200,FEL,Y,L, , ,STREET, , ,SPRINGFIELD BOULEVARD,CARSON STREET,QUEENS, , ,40.723422,-73.999608
8468,945556,140781,2015,4192015,220,CRIM MIS,Y,L, , ,STREET, , ,OGORMAN AVENUE,AINSWORTH AVENUE,STATEN IS, , ,40.714269,-74.005973
8469,1000240,192917,2015,4192015,230,MISD,N,L, , ,SIDEWALK,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,BROOKLYN, , ,43.042781,-77.087278
8470,997914,239779,2015,4192015,230,FELONY,N,L, , , ,576,WEST 143 STREET,BROADWAY,HAMILTON PLACE,MANHATTAN, , ,40.824834,-73.950396
8471,945556,140781,2015,4192015,230,CRIM MIS,N,L, , ,STREET, , ,OGORMAN AVENUE,AINSWORTH AVENUE,STATEN IS, , ,40.714269,-74.005973
8472,946584,171034,2015,4192015,345,FELONY,N,L, , ,RESIDENTIAL/COMMERCIAL,1580,CASTLETON AVENUE,FABER STREET,PORT RICHMOND AVENUE,STATEN IS, , ,40.714269,-74.005973
8473,946584,171034,2015,4192015,345,FELONY,N,L, , ,RESIDENTIAL/COMMERCIAL,1580,CASTLETON AVENUE,FABER STREET,PORT RICHMOND AVENUE,STATEN IS, , ,40.714269,-74.005973
8474,961142,163793,2015,4192015,428,CPW,N,L, , ,STREET, , ,ROFF STREET,VANDERBILT AVENUE,STATEN IS, , ,40.754349,-73.976974
8475,1025621,268476,2015,4192015,439,FELONY,N,L, , ,PUBLIC SIDEWALK, , ,WHITE PLAINS ROAD,EAST 241 STREET,BRONX, , ,40.718025,-74.003046
8476,1017958,246292,2015,4192015,643,ASSAULT 2,N,L, , ,PUBLIC SIDEWALK, , ,EAST 180 STREET,BOSTON ROAD,BRONX, , ,40.850187,-73.939638
8477,1018536,246089,2015,4192015,647,ASSAULT 2,N,L, , ,SIDEWALK, , ,DEVOE AVENUE,EAST 180 STREET,BRONX, , ,40.850187,-73.939638
8478,1047250,196139,2015,4192015,925,FELONY,N,L, , ,STREET, , ,LIBERTY AVENUE,184 STREET,QUEENS, , ,40.709154,-74.010542
8479,989188,187706,2015,4192015,935,CRIMINAL MISCHIEF,Y,L, , ,STREET,572,WARREN STREET,4 AVENUE,3 AVENUE,BROOKLYN, , ,40.716454,-74.01305
8480,994595,170496,2015,4192015,1115,MIS/PETIT LARCENY,N,L, , ,WALKWAY,45,NEWKIRK PLAZA,FOSTER AVENUE,NEWKIRK AVENUE,BROOKLYN, , ,40.714269,-74.005973
8481,988590,194827,2015,4192015,1325,CPCS,N,L, , ,SIDEWALK,159,YORK STREET,GOLD STREET,BRIDGE STREET,BROOKLYN, , ,40.721025,-74.005248
8482,989996,192403,2015,4192015,1330,CRIM TRES,Y,L, , ,SIDEWALK,50,MONUMENT WALK,MYRTLE AVENUE,PARK AVENUE,BROOKLYN, , ,40.714269,-74.005973
8483,991686,227185,2015,4192015,1340,ASSAULT 2,N,L, , ,STREET, ,WEST 90 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,MANHATTAN, , ,40.770575,-73.987495
8484,998398,189898,2015,4192015,1530,BURGLARY,N,L, , ,HOUSING,320,LEXINGTON AVENUE,MARCY AVENUE,NOSTRAND AVENUE,BROOKLYN, , ,40.749163,-73.977839
8485,999259,193581,2015,4192015,1611,PETIT LARCENY,N,L, , ,PUBLIC HOUSING SIDEWALK,744,PARK AVENUE,THROOP AVENUE,TOMPKINS AVENUE,BROOKLYN, , ,40.770732,-73.964235
8486,999259,193581,2015,4192015,1611,PETIT LARCENY,N,L, , ,PUBLIC HOUSING SIDEWALK,744,PARK AVENUE,THROOP AVENUE,TOMPKINS AVENUE,BROOKLYN, , ,40.770732,-73.964235
8487,999259,193581,2015,4192015,1611,PETIT LARCENY,N,L, , ,PUBLIC HOUSING SIDEWALK,744,PARK AVENUE,THROOP AVENUE,TOMPKINS AVENUE,BROOKLYN, , ,40.770732,-73.964235
8488,999259,193581,2015,4192015,1611,PETIT LARCENY,N,L, , ,PUBLIC HOUSING SIDEWALK,744,PARK AVENUE,THROOP AVENUE,TOMPKINS AVENUE,BROOKLYN, , ,40.770732,-73.964235
8489,1037081,154256,2015,4192015,1655,FEL,N,L, , ,SIDEWALK,82-03,BEACH CHANNEL DRIVE,BEACH 84 STREET,BEACH 82 STREET,QUEENS, , ,40.720411,-74.005579
8490,1003803,173916,2015,4192015,1655,FEL,N,L, , ,PARKING LOT,1163,UTICA AVENUE,AVENUE D,CLARENDON ROAD,BROOKLYN, , ,40.714269,-74.005973
8491,938083,169635,2015,4192015,1700,MISEMEANOR,N,L, , ,RESIDENTIAL, , ,SOUTH AVENUE,BRABANT STREET,STATEN IS, , ,40.714269,-74.005973
8492,1021403,182404,2015,4192015,1747,BURGLARY,N,L, , ,PUBLIC STREET, , ,AUTUMN AVENUE,LORING AVENUE,BROOKLYN, , ,43.235502,-77.4489
8493,1051179,192334,2015,4192015,1800,FELONY,N,L, , ,PRIVATE HOUSE,116-12,194 STREET,116 ROAD,116 AVENUE,QUEENS, , ,43.112912,-77.815122
8494,939364,169549,2015,4192015,1800,FELONY,N,L, , ,SIDEWALK,208,LOCKMAN AVENUE,BRABANT STREET,ROXBURY STREET,STATEN IS, , ,40.714269,-74.005973
8495, , ,2015,4192015,1805,CPW,N,L, , ,SIDEWALK,1098,HEGEMAN AVENUE, , ,BROOKLYN, , ,40.714269,-74.005973
8496,938125,170979,2015,4192015,1810,MISDEMEANOR,N,L, , ,RESIDENTIAL, , ,ARLINGTON PLACE,SOUTH AVENUE,STATEN IS, , ,40.795054,-73.933156
8497, , ,2015,4192015,1820,ROBBERY,N,L, , ,PARK, , ,JAMAICA AVENUE,HIGHLAND PARK,BROOKLYN, , ,40.738316,-73.987726
8498, , ,2015,4192015,1820,ROBBERY,N,L, , ,PARK, , ,JAMAICA AVENUE,HIGHLAND PARK,BROOKLYN, , ,40.738316,-73.987726
8499,1012795,183062,2015,4192015,1845,CPW,N,L, , ,DELI, , ,SUTTER AVENUE,GEORGIA AVENUE,BROOKLYN, , ,40.706874,-74.007914
8500,1001623,228366,2015,4192015,1855,FEL,N,L, , ,SIDEWALK, , ,1 AVENUE,EAST 112 STREET,MANHATTAN, , ,40.798128,-73.94831
8501,995834,175557,2015,4192015,1930,FELONY/GLA,N,L, , ,STREET, , ,SNYDER AVENUE,FLATBUSH AVENUE,BROOKLYN, , ,40.718016,-73.999956
8502,1037211,154272,2015,4192015,1935,FEL,N,L, , ,COURTYARD,82-01,BEACH CHANNEL DRIVE,BEACH 84 STREET,BEACH 82 STREET,QUEENS, , ,40.720327,-74.005498
8503,999817,229355,2015,4192015,1939,FEL,N,L, , ,PUBLIC HOUSING,144,EAST 112 STREET,LEXINGTON AVENUE,PARK AVENUE,MANHATTAN, , ,40.796334,-73.944184
8504,999817,229355,2015,4192015,1939,FEL,N,L, , ,PUBLIC SIDEWALK,144,EAST 112 STREET,LEXINGTON AVENUE,PARK AVENUE,MANHATTAN, , ,40.796334,-73.944184
8505,983269,210135,2015,4192015,2037,FELONY,N,L, , ,PARKING LOT, , ,9 AVENUE,WEST 18 STREET,MANHATTAN, , ,40.738333,-73.991338
8506,966271,162332,2015,4192015,2100,GRAND LARCENY FROM AUTO,N,L, , ,STREET, , ,SAINT JOHNS AVENUE,BAY STREET,STATEN IS, , ,40.732318,-74.001663
8507,966271,162332,2015,4192015,2100,GRAND LARCENY FROM AUTO,N,L, , ,STREET, , ,SAINT JOHNS AVENUE,BAY STREET,STATEN IS, , ,40.732318,-74.001663
8508,990399,191915,2015,4192015,2101,MISD,N,L, , ,SIDEWALK, , ,SAINT EDWARDS STREET,MYRTLE AVENUE,BROOKLYN, , ,40.834271,-73.945365
8509,1026699,236982,2015,4192015,2102,MISD,Y,L, , ,SIDEWALK,2225,LACOMBE AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,BRONX, , ,40.714269,-74.005973
8510,951670,170790,2015,4192015,2105,GRAND LARCENY,N,L, , ,SIDEWALK, , ,MARKET STREET,BROADWAY,STATEN IS, , ,40.713468,-73.9973
8511,951721,170488,2015,4192015,2200,CPW,N,L, , ,SIDEWALK, , ,CASTLETON AVENUE,BROADWAY,STATEN IS, , ,40.81848,-73.955293
8512,1015129,238749,2015,4192015,2245,CPW,N,L, , ,STREET M/V, , ,BRYANT AVENUE,BRUCKNER BOULEVARD,BRONX, , ,43.055405,-77.100194
8513,1015129,238749,2015,4192015,2245,CPW,N,L, , ,STREET / M/V, , ,BRYANT AVENUE,BRUCKNER BOULEVARD,BRONX, , ,43.055405,-77.100194
8514,1011467,192235,2015,4192015,2250,GLA,N,L, , ,STREET, , ,WYCKOFF AVENUE,DECATUR STREET,QUEENS, , ,42.642057,-76.824536
8515,1011467,192235,2015,4192015,2250,GLA,N,L, , ,STREET, , ,WYCKOFF AVENUE,DECATUR STREET,QUEENS, , ,42.642057,-76.824536
8516,1015574,237866,2015,4192015,2315,CPCS & CPM,N,L, , ,STREET,880,BRYANT AVENUE,GARRISON AVENUE,SENECA AVENUE,BRONX, , ,43.055405,-77.100194
8517,1015574,237866,2015,4192015,2315,CPCS / CPM,N,L, , ,STREET,880,BRYANT AVENUE,GARRISON AVENUE,SENECA AVENUE,BRONX, , ,43.055405,-77.100194
8518,1015574,237866,2015,4192015,2315,CPCS / CPM,N,L, , ,STREET,880,BRYANT AVENUE,GARRISON AVENUE,SENECA AVENUE,BRONX, , ,43.055405,-77.100194
8519,1033856,189775,2015,4192015,2325,FELONY,Y,L, , ,BARBER SHOP,123-01,LIBERTY AVENUE,124 STREET,123 STREET,QUEENS, , ,40.707218,-74.007458
8520,1003851,250093,2015,4192015,2345,BURGLARY,N,L, , ,SIDEWALK, , ,AUDUBON AVENUE,WEST 188 STREET,MANHATTAN, , ,40.84552,-73.934686
8521,1003851,250093,2015,4192015,2345,BURGLARY,N,L, , ,SIDEWALK, , ,AUDUBON AVENUE,WEST 188 STREET,MANHATTAN, , ,40.84552,-73.934686
8522,1027534,262305,2015,4192015,2350,MISD,Y,L, , ,STAIRWELL,1173,EAST 229 DRIVE NORTH,EDENWALD HOUSES,EAST 229 STREET,BRONX, , ,43.169689,-77.121057
8523,1018391,258671,2015,4192015,2350,MISD,Y,L, , ,PARK, , ,RESERVOIR OVAL EAST,HOLT PLACE,BRONX, , ,42.59626,-77.409793
8524,1058506,200258,2015,4202015,4,FEL,N,L, , ,STREET, , ,99 AVENUE,221 STREET,QUEENS, , ,43.06745,-77.093451
8525,1058506,200258,2015,4202015,4,FEL,N,L, , ,STREET, , ,99 AVENUE,221 STREET,QUEENS, , ,43.06745,-77.093451
8526,960238,173392,2015,4202015,5,GLA / CPSP AUTO,N,L, , ,STREET, , ,CRESCENT AVENUE,JERSEY STREET,STATEN IS, , ,40.724661,-73.996301
8527,960238,173392,2015,4202015,5,GLA / CPSP,N,L, , ,STREET, , ,CRESCENT AVENUE,JERSEY STREET,STATEN IS, , ,40.724661,-73.996301
8528,1028069,256195,2015,4202015,10,FEL/CPW,N,L, , ,PUBLIC STREET, , ,ADEE AVENUE,MICKLE AVENUE,BRONX, , ,43.009399,-77.404175
8529,995867,175050,2015,4202015,15,FELONY/ROBBERY,N,L, , ,STREET,992,FLATBUSH AVENUE,REGENT PLACE,ALBEMARLE ROAD,BROOKLYN, , ,40.714269,-74.005973
8530,1026541,262718,2015,4202015,110,MISD,Y,L, , , , , ,EAST 230 STREET,LACONIA AVENUE,BRONX, , ,42.722595,-77.784782
8531,1026541,262718,2015,4202015,110,MISD,N,L, , , , , ,EAST 230 STREET,LACONIA AVENUE,BRONX, , ,42.722595,-77.784782
8532,1026541,262718,2015,4202015,110,MISD,Y,L, , ,STREET, , ,EAST 230 STREET,LACONIA AVENUE,BRONX, , ,42.722595,-77.784782
8533,990789,201284,2015,4202015,118,FELONY,N,L, , ,SIDEWALK,484,EAST HOUSTON STREET,ROOSEVELT DRIVE,WALD DRIVE,MANHATTAN, , ,40.719418,-73.977635
8534,1025733,185160,2015,4202015,120,FELONY,N,L, , ,STREET, , ,PITKIN AVENUE,86 STREET,QUEENS, , ,40.781532,-73.960416
8535,1025733,185160,2015,4202015,120,FELONY,N,L, , ,STREET, , ,PITKIN AVENUE,86 STREET,QUEENS, , ,40.781532,-73.960416
8536,1002276,188032,2015,4202015,140,CPW,N,L, , ,SIDEWALK, , ,MACON STREET,LEWIS AVENUE,BROOKLYN, , ,40.715795,-73.978997
